title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
Amiga,Optimo,"Amor de Guerra",USSD11400052,spotify,1uURSIezXc9bBtt7jS6pq1,205s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1uURSIezXc9bBtt7jS6pq1
"Me Arrancaste la Vida",Optimo,"Amor de Guerra",USSD11400053,spotify,3varORSBgJhEgJxVckYUtH,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3varORSBgJhEgJxVckYUtH
"Hay Hombres Buenos",Optimo,"Amor de Guerra",USSD11400054,spotify,4Q12qtWQgNrXq27PAVoSzG,247s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4Q12qtWQgNrXq27PAVoSzG
Vuelve,Optimo,"Amor de Guerra",USSD11400055,spotify,4mOrl5Eg5dogkuJmxDnsyr,237s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4mOrl5Eg5dogkuJmxDnsyr
Evidentemente,Optimo,"Amor de Guerra",USSD11400056,spotify,6zoDvCzV8OHi8AQA77Szxg,191s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6zoDvCzV8OHi8AQA77Szxg
"Te Odio",Optimo,"Amor de Guerra",USSD11400057,spotify,6j2WA1nDa0A0oVbptk8HFs,248s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6j2WA1nDa0A0oVbptk8HFs
"La Víctima",Optimo,"Amor de Guerra",USSD11400058,spotify,2T01TdrE7DFtajITYN0d72,231s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2T01TdrE7DFtajITYN0d72
"Un Hombre Llorando",Optimo,"Amor de Guerra",USSD11400059,spotify,4GYtF6Efpcsmi63hDVqVoi,218s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4GYtF6Efpcsmi63hDVqVoi
"Hablan Mal de Mi",Optimo,"Amor de Guerra",USSD11400060,spotify,2edeQEdGVv5aGDEnBFXxyU,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2edeQEdGVv5aGDEnBFXxyU
"Necesito Que Regreses a Mi",Optimo,"Amor de Guerra",USSD11400061,spotify,6BGE8xHBCUQQgbGXDEfrD2,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6BGE8xHBCUQQgbGXDEfrD2
"Duele (feat. J Alvarez) - Remix Version","Optimo, J Alvarez","Amor de Guerra",USSD11400063,spotify,3KW1UPDK3FpkTPN7p3NtYM,235s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3KW1UPDK3FpkTPN7p3NtYM
"Un Hombre Llorando (feat. Farruko) - Remix Version","Optimo, Farruko","Amor de Guerra",USSD11400064,spotify,1vFgsyCaa2sMSjxcOarJyd,219s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1vFgsyCaa2sMSjxcOarJyd
"Dime Por Qué","Bachata Heightz","Dime Por Qué",US4D21450064,spotify,4SZCeUNxVnDrm0Xfk8sWzi,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4SZCeUNxVnDrm0Xfk8sWzi
"Te Amo y Te Odio",Eunel,"Te Amo y Te Odio",ushm81391934,spotify,6eUa9HtK00MrGJJvc6Z11P,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6eUa9HtK00MrGJJvc6Z11P
"No Me Enamoro","Angeles De La Bachata",Confesion,CH9181100004,spotify,3UOPdi9wN2PL9TKtUdUBRl,189s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3UOPdi9wN2PL9TKtUdUBRl
Vanessa,"Angeles De La Bachata",Confesion,CH9181100010,spotify,2w18rFZvqcs8HzO3Ivt10l,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2w18rFZvqcs8HzO3Ivt10l
Segundos,"Angeles De La Bachata",Confesion,CH9181100012,spotify,5tM4XHSP9fsSxMfvQEEfyB,252s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5tM4XHSP9fsSxMfvQEEfyB
Enamorate,"Angeles De La Bachata",Confesion,CH9181100016,spotify,0kEU4DrjgyBt1CokzZT9N8,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0kEU4DrjgyBt1CokzZT9N8
"Por Lo Que Reste de Vida - Bachata Version",Thalia,"Por Lo Que Reste de Vida (Bachata Version)",USSD11400215,spotify,4m7ugWsaNKLUCl1o3hTZE8,219s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4m7ugWsaNKLUCl1o3hTZE8
"Ley De Newton (feat. Jesús Navarro) - Bachata Version","Beatriz Luengo, Jesús Navarro","Bela Y Sus Moskitas Muertas (Deluxe Edition)",USSD11200197,spotify,2H7RODeRdKvFlNkGGLNokT,263s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2H7RODeRdKvFlNkGGLNokT
"Hablar de Ti","Massimo Scalici","Salsa It Compilation, Vol. 10 (Gold Edition)",ITR191300294,spotify,4sAEdR4csagZymzQUkm6OA,283s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4sAEdR4csagZymzQUkm6OA
"Primera Vez","Prince Royce","Soy El Mismo (Deluxe Edition)",USSD11300262,spotify,5fudtdebsldutH253aI1rd,202s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5fudtdebsldutH253aI1rd
"Para Llegar A Ti","Prince Royce","Soy El Mismo (Deluxe Edition)",USSD11300265,spotify,53Kxtc6CnhYt72bVTBkwas,186s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/53Kxtc6CnhYt72bVTBkwas
"Ay Amiga",Yunel,"Ay Amiga",USUM71416356,spotify,5yfR0O3z9ftRr3ukJXHuQV,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5yfR0O3z9ftRr3ukJXHuQV
"Si Fueras Mia","Grupo Extra","Los Exitos",CH9181400723,spotify,1ru6DB1cNrCATzV5GIJcY3,237s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1ru6DB1cNrCATzV5GIJcY3
"Sigo Aquí","El Joey","Sigo Aquí",ART0G1201502,spotify,5K388CA7RJhYHeOrNfgX3Q,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5K388CA7RJhYHeOrNfgX3Q
"La Soledad","Grupo Extra","Los Exitos",CH9181400721,spotify,5J5xAUtVb77B51oinZsVBi,240s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5J5xAUtVb77B51oinZsVBi
"Me Muero",Jadiel,"Lo Mejor De Mi",TCABR1370280,spotify,3rwvbchfZ0CnrnLVWEKC0K,199s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3rwvbchfZ0CnrnLVWEKC0K
"Primera Vez",Jean,"It's Jean",USASN1400283,spotify,6VvzqnvwJIW6qFDatSVD6i,190s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6VvzqnvwJIW6qFDatSVD6i
Adicto,D'Lesly,Adicto,US3Z41200011,spotify,2CeEoayKmGDuyH0KVOC8kJ,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2CeEoayKmGDuyH0KVOC8kJ
"Bachata de Rosa",Fantine,"Bachata de Rosa",QMVGK1400293,spotify,2VfkWwEZrWlnlEtyrSijdN,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2VfkWwEZrWlnlEtyrSijdN
"Me Voy",Eunel,"Mi Guitarra y Yo",usx9p1209633,spotify,0NeL67uQokUk5AMXeX63of,203s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0NeL67uQokUk5AMXeX63of
"No Me Dejes",Loisaidas,Loisaidas,TCACC1422702,spotify,7bWeEMKe2iYP9pLs7WLVfR,196s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7bWeEMKe2iYP9pLs7WLVfR
Contigo,Loisaidas,Loisaidas,TCACC1422745,spotify,3vTtdNnrlMqngaAbuxGetN,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3vTtdNnrlMqngaAbuxGetN
"She's Gone",Loisaidas,Loisaidas,TCACC1422746,spotify,0asu1CC9GGRWJf1m8WOXOw,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0asu1CC9GGRWJf1m8WOXOw
Pintura,Loisaidas,Loisaidas,TCACC1422747,spotify,5RZyx59QiEr9cSNWmIzAQz,183s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5RZyx59QiEr9cSNWmIzAQz
"Minuto Incompleto",Loisaidas,Loisaidas,TCACC1422751,spotify,0bdV7wqpAHn7Dia0EfPdOt,222s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0bdV7wqpAHn7Dia0EfPdOt
Mentirosa,Loisaidas,Loisaidas,TCACC1422753,spotify,3qncscDz5j5EQtHUP1VPZp,217s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3qncscDz5j5EQtHUP1VPZp
Bella,Loisaidas,Loisaidas,TCACC1422754,spotify,6mtd9InbrcpX5yxDGEwAxR,198s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6mtd9InbrcpX5yxDGEwAxR
"Aire (Bonus)",Loisaidas,Loisaidas,TCACC1422764,spotify,3cKtDmqV9wdQymVxs8pNGe,203s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3cKtDmqV9wdQymVxs8pNGe
"Dime Que Tu Me Amas","Principes De La Bachata","Amor de Novela",CH9181400485,spotify,0dWn88TMY8izq37xhh34EU,193s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0dWn88TMY8izq37xhh34EU
"Santo Domingo Sin Ti","Daniel Santacruz, Wason Brazoban","Radio Rompecorazones",USJ3V0800010,spotify,4uLbq50FZVifW5m3G3MJir,248s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4uLbq50FZVifW5m3G3MJir
"Vivamos el Momento",Miguel,"Bachata Summer 2014 - 50 Big Bachata Hits",CH9181400056,spotify,1Pypc1JnEZrfVOQX76wpSb,228s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1Pypc1JnEZrfVOQX76wpSb
"Que Me Des Tu Carino Feat. Tania Mara - Portuguese","Juan Luis Guerra 4.40, Tania Mara","La Llave De Mi Corazon",USEL10700235,spotify,2Z35baPFJwo2pbFNAp2JQe,214s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2Z35baPFJwo2pbFNAp2JQe
"Pobre Corazon","Rebecca Kingsley",Bachatera,QMDWU1300007,spotify,6bvjLoWZyJygKTmIwDQyt5,243s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6bvjLoWZyJygKTmIwDQyt5
"Devuelveme (feat. Mark Whitfield)","Rebecca Kingsley, Mark Whitfield",Bachatera,QMDWU1300008,spotify,6ayU4I42G3BxXhs7OtXEnI,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6ayU4I42G3BxXhs7OtXEnI
"Need Somebody","Rebecca Kingsley",Bachatera,QMDWU1300009,spotify,1lPVoDaCgvwK4IFovL8TEh,257s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1lPVoDaCgvwK4IFovL8TEh
Voodoo,"Rebecca Kingsley",Bachatera,QMDWU1300011,spotify,4IfH9K6nYhQqTIqbxHLqzw,210s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4IfH9K6nYhQqTIqbxHLqzw
"A Escondidas","Rebecca Kingsley",Bachatera,QMDWU1300013,spotify,21Vf8qVBwNCaRc22dJAdkT,215s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/21Vf8qVBwNCaRc22dJAdkT
"La Unica","Rebecca Kingsley",Bachatera,QMDWU1300014,spotify,7i5QLh01mhErTSUKYBu8a2,214s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7i5QLh01mhErTSUKYBu8a2
"Por un Beso","Daniel Santacruz","Por Un Beso",US3Z40408057,spotify,2fzMGI9sVpMIMlKdE34zzr,278s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2fzMGI9sVpMIMlKdE34zzr
"Todo Se Parece A Ti","Alex Wayne","Alex Wayne",TCABB1139570,spotify,3rcUMEF5IxJdUoY2DU4oqZ,231s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3rcUMEF5IxJdUoY2DU4oqZ
"Mi Lugar Es Contigo","Karlos Rosé","Mi Lugar Es Contigo",USUM71501820,spotify,1XvveGYqJdw4t1P8pd6Msq,215s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1XvveGYqJdw4t1P8pd6Msq
"Limpiaré Mi Alma","Pablo Argenis","Limpiaré Mi Alma",TCACE1555511,spotify,03OTpztl52OQpvr1bJ0HxC,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/03OTpztl52OQpvr1bJ0HxC
"I Want to Be With You",JC,"I Want to Be With You",TCACE1544038,spotify,2N81XCFi1D9R2A0hzLlEbF,228s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2N81XCFi1D9R2A0hzLlEbF
"La Oportunidad",MelyMel,Untese,TCABU1466407,spotify,5pWGJYuP75F2zGjhsj4GdI,227s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5pWGJYuP75F2zGjhsj4GdI
Irreplaceable,"Toby Love","Love Is Back",USSD10804208,spotify,15pG31cOQzgVlppdKr8rPC,255s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/15pG31cOQzgVlppdKr8rPC
"Shame Girl","Toby Love","Love Is Back",USSD10804209,spotify,7FzTioGjaUz7TMRql41sb1,204s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7FzTioGjaUz7TMRql41sb1
"Los Recuerdos",Yenddi,"The First Chapter",TCACD1515727,spotify,4DUZzFRrsfXjr18UtxjYyU,226s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4DUZzFRrsfXjr18UtxjYyU
"Tu Sin Mi (The First Chapter)",Yenddi,"The First Chapter",TCACD1515730,spotify,2l4mBx1Ozda7OT72AbG2M2,291s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2l4mBx1Ozda7OT72AbG2M2
Coqueta,"Ronny Dae",Coqueta,RSRON1383701,spotify,6567UnoX6Q77GjnxCQ5wgM,211s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6567UnoX6Q77GjnxCQ5wgM
"Loco Corazon",JC,"Loco Corazon",QMKDC1300018,spotify,0DmhqGnZqzJcKOBeX1zKgV,214s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0DmhqGnZqzJcKOBeX1zKgV
"Cómo Duele el Silencio - Spanish Version","Leslie Grace","Cómo Duele el Silencio",USSD11500082,spotify,5n6nk3aa1VZZNjEhEWJc5q,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5n6nk3aa1VZZNjEhEWJc5q
"Cortame las Venas","Eunel Nueva Era","The Best Of Eunel Nueva Era (Vol. 13)",ES7511434011,spotify,0kEKiQhMawynAQtZxiV1Tb,183s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0kEKiQhMawynAQtZxiV1Tb
"Mi Regalo Favorito","Prince Royce","Parranda All-Stars: Navidad",USSD11300348,spotify,3VwFVdzHS7kEC0XKswiWA9,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3VwFVdzHS7kEC0XKswiWA9
Mentías,"Karlos Rosé",Géminis,USUM71504165,spotify,5h23gkn37yyGMzhWbM8AWQ,244s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5h23gkn37yyGMzhWbM8AWQ
"El Único Que Te Ha Amado","Karlos Rosé",Géminis,USUM71504166,spotify,5A4FzPUvxoUZlM2k6aZ4Uh,238s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5A4FzPUvxoUZlM2k6aZ4Uh
"Que No Salga El Sol","Karlos Rosé",Géminis,USUM71504168,spotify,3QL20ppjil2ISlqDm6rsLl,228s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3QL20ppjil2ISlqDm6rsLl
"Enseñame A Olvidar","Karlos Rosé",Géminis,USUM71504170,spotify,7cGaJ1vg9WXdIDqVT9Vf1S,232s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7cGaJ1vg9WXdIDqVT9Vf1S
"Niña De Mi Corazón","Karlos Rosé",Géminis,USUM71406391,spotify,2iYvjUJMLLtx5XoJDXT0Qf,186s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2iYvjUJMLLtx5XoJDXT0Qf
"Por Amarte","Karlos Rosé",Géminis,USUM71504171,spotify,2q0JuYX2rWEA6dyOPv24n0,234s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2q0JuYX2rWEA6dyOPv24n0
Mienteme,"Ronny Dae",Mienteme,TCABY1411686,spotify,3JMoZxzJrxn0kTHaDCYbEu,218s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3JMoZxzJrxn0kTHaDCYbEu
"Just The Way You Are","Karlos Rosé",Géminis,USUG11201190,spotify,4hJrb2Di9q62i6qvlcSn17,221s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4hJrb2Di9q62i6qvlcSn17
"Espero Por Tu Amor - Bachata","Yoskar Sarante","Latino 60 presenta Zumbando (World Edition) [Salsa Bachata Merengue Reggaeton Dembow Fitness]",ITF251500026,spotify,7jurGK7NnbMLAuny15sQO4,213s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7jurGK7NnbMLAuny15sQO4
"Si Hay Frío (feat. Johnny Sky)","Leslie Grace, Johnny Sky","Lloviendo Estrellas",USSD11500084,spotify,2awW72o84JEJb7JXGo2Ue8,247s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2awW72o84JEJb7JXGo2Ue8
"No Te Lo Mereces","Leslie Grace","Lloviendo Estrellas",USSD11500087,spotify,6wqpfOaUOG4ePaYawqZY3z,216s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6wqpfOaUOG4ePaYawqZY3z
"Raining Stars","Leslie Grace","Lloviendo Estrellas",USSD11500083,spotify,21ZhnRqlN2SjqsFI1vEovV,221s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/21ZhnRqlN2SjqsFI1vEovV
"Voy a Hacer Que Me Extrañes","Leslie Grace","Lloviendo Estrellas",USSD11500095,spotify,622nSkBS6scDVYayTF95LB,239s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/622nSkBS6scDVYayTF95LB
"Nadie Como Tú","Leslie Grace","Lloviendo Estrellas",US7YG1400254,spotify,4wWFVqfF11CMfnjz1CfnK4,206s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4wWFVqfF11CMfnjz1CfnK4
"Crazy Crazy","Leslie Grace","Lloviendo Estrellas",USSD11500088,spotify,6H8bu3RpR9tN2jwwLh3YgR,231s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6H8bu3RpR9tN2jwwLh3YgR
"Entre El Bien y El Mal","LD & Jhoni","Entre El Bien y El Mal - Single",USQY51420713,spotify,23q4CogvI9IZ9NXDVnvYOB,236s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/23q4CogvI9IZ9NXDVnvYOB
"Me Duele",Evidence,"Hit Latinmania, Vol. 3 (Powered Gino DJ)",ITJ851500070,spotify,52ueBNg7eUwHBJeKl0ivR6,264s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/52ueBNg7eUwHBJeKl0ivR6
"Peligroso Amor","Leslie Grace","Bachata: Best of the Best",US7YG1300182,spotify,30vN1dRaSDC0DT9KLBT28H,240s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/30vN1dRaSDC0DT9KLBT28H
"Glamorous Girl","Toby Love","Love Is Back",USSD10804207,spotify,6XeDrm3iG3rEYlUa4TKZIt,193s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6XeDrm3iG3rEYlUa4TKZIt
"Cómo Duele el Silencio (feat. Luis Coronel) - Banda Version","Leslie Grace, Luis Coronel, Adolfo Valenzuela","Cómo Duele el Silencio (feat. Luis Coronel) [Banda Version]",USSD11500196,spotify,1qclsFzzplrtjZMXFrDaDM,186s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1qclsFzzplrtjZMXFrDaDM
"Te Regalare","Sonny Monreal","Te Regalare",TCABK1257437,spotify,7eO1RaNbFih5SBSugzM8r9,198s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7eO1RaNbFih5SBSugzM8r9
"Eclipse de luna","Maite Perroni","Eclipse De Luna",MXF151300351,spotify,7u9UouSuG706fm85H18wSn,213s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/7u9UouSuG706fm85H18wSn
"Sin Ti","Borja Rubio","Sin Ti",ES5051500011,spotify,2l0Fzn9uP8gfjvn0Z53o18,215s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2l0Fzn9uP8gfjvn0Z53o18
"Pobre Corazón","Marcy Place, Divino","B From Marcy Place",USRDN0800012,spotify,2b8h8xdTK8NcKLFCLY19Do,239s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2b8h8xdTK8NcKLFCLY19Do
"Todo lo que soy - A dueto con Álex Ubago","Maite Perroni, Alex Ubago","Eclipse De Luna (Edición Deluxe)",MXF151400305,spotify,0VNjE7hMC9ge6DA4EZDZFi,229s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0VNjE7hMC9ge6DA4EZDZFi
"Vas A Querer Volver","Maite Perroni","Eclipse De Luna (Edición Deluxe)",MXF151400223,spotify,6sWNcq6QMxTza1GeaSe8pu,234s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6sWNcq6QMxTza1GeaSe8pu
"Sólo Parecía Amor - Bachata Remix","Thalia, Pedro ""SP"" Polanco","Sólo Parecía Amor (Bachata Remix)",USSD11500239,spotify,6D0RLMaf2DKmp2E4CYEVUe,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6D0RLMaf2DKmp2E4CYEVUe
"Sola - Bachata Remix","Héctor ""El Father"", Toby Love","The Bad Boy (The Most Wanted Edition)",USUM70751851,spotify,5BzLuiZz9zJYQnFdZ2eS2N,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5BzLuiZz9zJYQnFdZ2eS2N
Aprenderé,"Héctor Acosta ""El Torito""",Obligame,QM5EM1500041,spotify,6VSxKujPhPSqF6Fd5Emnwd,221s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6VSxKujPhPSqF6Fd5Emnwd
"No Mientas",Evidence,"Hit Latinmania, Vol. 3 (Powered Gino DJ)",ITJ851500076,spotify,1WYwMUqRtNia0bxH1vj0Lz,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1WYwMUqRtNia0bxH1vj0Lz
"Tu Dolor De Cabeza","Carlos y Alejandra","Tu Dolor De Cabeza",TCABZ1479818,spotify,0NLf7esTV6S0WvAjqtNRjp,235s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0NLf7esTV6S0WvAjqtNRjp
Guapa,MAYKEL,"A Prueba de Todo",USV351412583,spotify,2TFk6az4XvctrRVDHKlhE1,185s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2TFk6az4XvctrRVDHKlhE1
"O Te Vas o Me Voy","Héctor Acosta ""El Torito""","O Te Vas o Me Voy",QM5EM1500130,spotify,6oY3sM2xwcxGVHLL1RsQ7F,222s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6oY3sM2xwcxGVHLL1RsQ7F
"Todo de Mi","Anthony Torres","Todo de Mi",TCACI1506317,spotify,6ng21oAjkquAitLmeUb7gj,258s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6ng21oAjkquAitLmeUb7gj
Seduceme,Loisaidas,Loisaidas,USBMS1400232,spotify,5PzkMKx3tc3RXU0vVszcts,171s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5PzkMKx3tc3RXU0vVszcts
"Aun Me Perteneces","24 Horas","Aun Me Perteneces",USBMS1500164,spotify,2kCUzllzJ6dPKRyXvnCh0M,220s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/2kCUzllzJ6dPKRyXvnCh0M
"Otro Te Besa",JR,"Otro Te Besa",TCACI1545785,spotify,3vc7cGBfNGnQJCVBdoZgbu,198s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3vc7cGBfNGnQJCVBdoZgbu
Trono,JR,Eterno,TCACJ1501334,spotify,4W8UH253VZS4vMx2BFa8K2,184s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/4W8UH253VZS4vMx2BFa8K2
"Si No Eras Asi",JR,Eterno,TCACJ1501337,spotify,6bBAQNa1IsNBvD9JktcTXb,198s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6bBAQNa1IsNBvD9JktcTXb
Confesion,JR,Eterno,TCACJ1501360,spotify,6AIBIxzPd0K57hNjAWn50W,294s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6AIBIxzPd0K57hNjAWn50W
Residuos,JR,Eterno,TCACJ1501371,spotify,5jfzO2ZcP6J8mHC3Ug5iDM,362s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5jfzO2ZcP6J8mHC3Ug5iDM
"Ahora Que Te Vas - Bachata","Christian Daniel","Ahora Que Te Vas",USASN1501938,spotify,0qqwQcLXDCljU25qun1NrR,234s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/0qqwQcLXDCljU25qun1NrR
"Déjame Conmigo - Bachata Remix","Cristian Castro, Eddie Perez","Déjame Conmigo (Bachata Remix)",USSD11400049,spotify,5hhlpZqcJDmFSVAR7xuQaA,207s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/5hhlpZqcJDmFSVAR7xuQaA
"Cosas del Destino",D'Lesly,"Cosas del Destino",US3Z41200013,spotify,3zv1XGukz3amNGV4UIys83,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3zv1XGukz3amNGV4UIys83
"The Pain",D'Lesly,"Cosas del Destino",US3Z41200018,spotify,64HYYJqwQB0uxDspRGOMkI,209s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/64HYYJqwQB0uxDspRGOMkI
"Ya No Estas",D'Lesly,"Cosas del Destino",US3Z41200017,spotify,3C0UUzYdZRKA7zxUsW9dzE,224s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3C0UUzYdZRKA7zxUsW9dzE
"Tu No Estas",D'Lesly,"Cosas del Destino",US3Z41200016,spotify,1Xbf1rI7UhpqobEfQQowIS,227s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/1Xbf1rI7UhpqobEfQQowIS
"No Me Ignores",D'Lesly,"Cosas del Destino",US3Z41200014,spotify,58yj9UcVcsFWsQl0DvTmDE,203s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/58yj9UcVcsFWsQl0DvTmDE
"Careless Whispers",D'Lesly,"Cosas del Destino",US3Z41200012,spotify,47BD74Ly7GZ5RNgXdHzTJr,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/47BD74Ly7GZ5RNgXdHzTJr
"Careless Whispers - Spanish Version",D'Lesly,"Cosas del Destino",US3Z41200019,spotify,6KmPutpVBrRpOQ1ZaMtiup,233s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6KmPutpVBrRpOQ1ZaMtiup
"Manías - Bachata Remix","Thalia, Eddie Perez","Sólo Bachata",USSD11200377,spotify,6wxdROchtqLt6ADtmOI77Q,228s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/6wxdROchtqLt6ADtmOI77Q
"Me Cambiaste la Vida","Xtreme, Tito Nieves",Xtreme,ES7510516203,spotify,3UAnLfkWG2GeFxaQ7Gwo1H,199s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/3UAnLfkWG2GeFxaQ7Gwo1H
"Cuando No Estas Aqui","Eunel Nueva Era","Bachata Blues 2.0",ushm21576679,spotify,125YNRrHRyTRnNfMO6g4jN,224s,"2024-09-14 21:03",1147321858,https://open.spotify.com/track/125YNRrHRyTRnNfMO6g4jN
